"","Product","Harvest.Year","Harvest.Season","Grow.Out.Method","Lease.Footprint..Acres.","Year","Date","Equipment","Fuel","Maintenance","Consumables","Cost of Goods Sold","Year.1","Cost of Production","Debt","Individual Scallops","ShellHeight (mm)","ShellHeight (Inches)","Adductor (g)","Adductor (lb)","Adductor Count per lb","Run Rate (Whole Scallop)","Break Even Price (Whole Scallop)","Run Rate (Adductor)","Break Even Price (Adductor)","Year.2","Insurance","Aquaculture License","Owner Salary","Full Time Employee","Depreciation","Fixed Overhead Costs","Sea.Days","Totalequipment","TotalLabor","TotalFuel","TotalMaint","TotalFOC","Longlines"
"11115",80000,"2-3 Years","August-October","Ear Hanging",5.27349147347986,10,Aug 2035,0,5226,7040,600,27088.976,10,175670.38,2228396.13,61250,57.54,2.27,6.2,0.01,73.21,2.87,4.04,209.96,295.93,10,6000,1200,66174,49630.5,25049.5546666667,148581.403814015,39,353964.714,137288.992,50250,67200,1626292.42195416,2
"11116",90000,"2-3 Years","August-October","Ear Hanging",5.27349147347986,10,Aug 2035,0,5494,7360,600,28735.76,10,177883.48,2251293.22,68906,57.54,2.27,6.2,0.01,73.21,2.58,3.63,188.98,265.75,10,6000,1200,66174,49630.5,25615.8698333333,149147.718980681,41,356340.019916667,146818.048,52662,70080,1631993.15295416,2
"11117",100000,"2-3 Years","August-October","Ear Hanging",5.27349147347986,10,Aug 2035,0,6700,8800,600,33852.256,10,183567.37,2308979.03,76562,57.54,2.27,6.2,0.01,73.21,2.4,3.35,175.52,245.3,10,6000,1200,66174,49630.5,26183.2683333333,149715.117480681,50,358732.959166667,169934.832,64722,84480,1637709.23395416,2
"11118",110000,"2-3 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,7236,9440,600,36792.896,10,187807.47,2359554.3,84219,57.54,2.27,6.2,0.01,73.21,2.23,3.11,163.25,227.89,10,6000,1200,66174,49630.5,27219.0501666667,151014.573887689,54,368136.265083333,186169.52,69814,90560,1651474.51859791,3
"11119",120000,"2-3 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,7906,10240,600,40204,10,191787.69,2400153.4,91875,57.54,2.27,6.2,0.01,73.21,2.09,2.9,152.81,212.49,10,6000,1200,66174,49630.5,27788.1653333333,151583.689054355,59,370539.571,204521.776,76246,98240,1657206.04959791,3
"11120",130000,"2-3 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,8308,10720,600,42674.176,10,194822.46,2430435.2,99531,57.54,2.27,6.2,0.01,73.21,1.96,2.71,143.29,198.62,10,6000,1200,66174,49630.5,28352.7638333333,152148.287554355,62,372904.51025,218815.36,79864,102560,1662891.33059791,3
"11121",140000,"2-3 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,8978,11520,600,46085.28,10,198802.68,2471034.29,107188,57.54,2.27,6.2,0.01,73.21,1.85,2.56,135.78,187.51,10,6000,1200,66174,49630.5,28921.879,152717.402721022,67,375307.816166667,237167.616,86296,110240,1668622.86159791,3
"11122",150000,"2-3 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,9648,12320,600,49143.456,10,202429.97,2507868.71,114844,57.54,2.27,6.2,0.01,73.21,1.76,2.43,129.04,177.62,10,6000,1200,66174,49630.5,29490.9941666667,153286.517887689,72,377711.122083333,251461.2,92862,118080,1674354.39259791,3
"11123",160000,"2-3 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,9916,12640,600,50790.24,10,204644.16,2530798.79,122500,57.54,2.27,6.2,0.01,73.21,1.67,2.3,122.29,168.04,10,6000,1200,66174,49630.5,30058.3926666667,153853.916387689,74,380104.061333333,260990.256,95274,120960,1680070.47359791,3
"11124",170000,"2-3 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,10720,13600,600,55024.736,10,210178.11,2593842.17,130156,57.54,2.27,6.2,0.01,73.21,1.61,2.21,118.21,162.1,10,6000,1200,66174,49630.5,31094.1745,155153.372794696,80,389507.36725,284107.04,102912,130080,1693835.75824166,4
"11125",180000,"2-3 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,10988,13920,600,56671.52,10,212391.21,2616739.26,137812,57.54,2.27,6.2,0.01,73.21,1.54,2.11,112.82,154.44,10,6000,1200,66174,49630.5,31660.4896666667,155719.687961363,82,391882.673166667,293636.096,105324,132960,1699536.48924166,4
"11126",190000,"2-3 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,11792,14880,600,60906.016,10,217194.82,2664748.88,145469,57.54,2.27,6.2,0.01,73.21,1.49,2.04,109.3,149,10,6000,1200,66174,49630.5,32229.6048333333,156288.803128029,88,394285.979083333,316752.88,112962,142080,1705268.02024166,4
"11127",200000,"2-3 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,12596,15840,600,64258.192,10,221114.39,2704791.48,153125,57.54,2.27,6.2,0.01,73.21,1.44,1.96,105.71,143.68,10,6000,1200,66174,49630.5,32797.0033333333,156856.201628029,94,396678.918333333,331046.464,121002,151680,1710984.10124166,4
"11128",210000,"2-3 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,13400,16800,600,68139.76,10,225565.08,2750565.68,160781,57.54,2.27,6.2,0.01,73.21,1.4,1.9,102.7,139.15,10,6000,1200,66174,49630.5,33366.1185,157425.316794696,100,399082.22425,351339.824,128908,161120,1716715.63224166,4
"11129",220000,"2-3 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,13802,17280,600,70609.936,10,229331.91,2795907.06,168438,57.54,2.27,6.2,0.01,73.21,1.36,1.84,99.67,135.02,10,6000,1200,66174,49630.5,34399.1003333333,158721.973201703,103,408457.530166667,365633.408,132526,165440,1730450.1168854,5
"11130",230000,"2-3 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,14472,18080,600,74021.04,10,233310.41,2836480.33,176094,57.54,2.27,6.2,0.01,73.21,1.32,1.79,96.99,131.02,10,6000,1200,66174,49630.5,34966.4988333333,159289.371701703,108,410850.469416667,383985.664,138958,173120,1736166.1978854,5
"11131",240000,"2-3 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,14874,18560,600,76491.216,10,236349.7,2866846.75,183750,57.54,2.27,6.2,0.01,73.21,1.29,1.73,94.16,126.9,10,6000,1200,66174,49630.5,35535.614,159858.48686837,111,413253.775333333,398279.248,142576,177440,1741897.7288854,5
"11132",250000,"2-3 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,15410,19200,600,78726,10,239153.6,2896270.65,191406,57.54,2.27,6.2,0.01,73.21,1.25,1.68,91.47,123.08,10,6000,1200,66174,49630.5,36104.7291666667,160427.602035037,115,415657.08125,407808.304,147936,183840,1747629.2598854,5
"11133",260000,"2-3 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,16214,20160,600,82960.496,10,243952.7,2944195.65,199062,57.54,2.27,6.2,0.01,73.21,1.23,1.64,89.71,120.3,10,6000,1200,66174,49630.5,36669.3276666667,160992.200535037,121,418022.0205,430925.088,155574,192960,1753314.5408854,5
"11134",270000,"2-3 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,16482,20480,600,84607.28,10,246168.6,2967151.54,206719,57.54,2.27,6.2,0.01,73.21,1.19,1.59,87.18,116.75,10,6000,1200,66174,49630.5,37238.4428333333,161561.315701703,123,420425.326416667,440454.144,157986,195840,1759046.0718854,5
"11135",280000,"2-3 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,17286,21440,600,88841.776,10,251702.55,3030194.92,214375,57.54,2.27,6.2,0.01,73.21,1.17,1.57,85.95,114.97,10,6000,1200,66174,49630.5,38274.2246666667,162860.772108711,129,429828.632333333,463570.928,165624,204960,1772811.35652915,6
"11136",290000,"2-3 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,18090,22400,600,92193.952,10,255622.12,3070237.52,222031,57.54,2.27,6.2,0.01,73.21,1.15,1.54,84.28,112.48,10,6000,1200,66174,49630.5,38841.6231666667,163428.170608711,135,432221.571583333,477864.512,173664,214560,1778527.43752915,6
"11137",300000,"2-3 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,18760,23200,600,95605.056,10,259602.34,3110836.61,229688,57.54,2.27,6.2,0.01,73.21,1.13,1.5,82.74,110.16,10,6000,1200,66174,49630.5,39410.7383333333,163997.285775377,140,434624.8775,496216.768,180096,222240,1784258.96852915,6
"11138",310000,"2-3 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,19296,23840,600,98545.696,10,263109.3,3146319.34,237344,57.54,2.27,6.2,0.01,73.21,1.11,1.47,81.15,107.83,10,6000,1200,66174,49630.5,39977.0535,164563.600942044,144,437000.183416667,512451.456,185188,228320,1789959.69952915,6
"11139",320000,"2-3 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,19564,24160,600,100192.48,10,265323.48,3169249.42,245000,57.54,2.27,6.2,0.01,73.21,1.08,1.44,79.28,105.22,10,6000,1200,66174,49630.5,40544.452,165130.999442044,146,439393.122666667,521980.512,187600,231200,1795675.78052915,6
"11140",330000,"2-3 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,20368,25120,600,104426.976,10,270857.43,3232292.79,252656,57.54,2.27,6.2,0.01,73.21,1.07,1.42,78.48,104.06,10,6000,1200,66174,49630.5,41580.2338333333,166430.455849051,152,448796.428583333,545097.296,195238,240320,1809441.0651729,7
"11141",340000,"2-3 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,20904,25760,600,106661.76,10,273661.33,3261716.68,260312,57.54,2.27,6.2,0.01,73.21,1.05,1.39,76.96,101.92,10,6000,1200,66174,49630.5,42149.349,166999.571015718,156,451199.7345,554626.352,200598,246720,1815172.5961729,7
"11142",350000,"2-3 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,21708,26720,600,110896.256,10,278462.14,3309667.5,267969,57.54,2.27,6.2,0.01,73.21,1.04,1.37,76.07,100.46,10,6000,1200,66174,49630.5,42715.6641666667,167565.886182385,162,453575.040416667,577743.136,208236,255840,1820873.3271729,7
"11143",360000,"2-3 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,21976,27040,600,112543.04,10,280676.32,3332597.58,275625,57.54,2.27,6.2,0.01,73.21,1.02,1.34,74.55,98.35,10,6000,1200,66174,49630.5,43283.0626666667,168133.284682385,164,455967.979666667,587272.192,210648,258720,1826589.4081729,7
"11144",370000,"2-3 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,22780,28000,600,116777.536,10,285479.94,3380607.2,283281,57.54,2.27,6.2,0.01,73.21,1.01,1.33,73.77,97.07,10,6000,1200,66174,49630.5,43852.1778333333,168702.399849051,170,458371.285583333,610388.976,218286,267840,1832320.9391729,7
"11145",380000,"2-3 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,23048,28320,600,118424.32,10,288426.18,3418596.85,290938,57.54,2.27,6.2,0.01,73.21,0.99,1.31,72.57,95.58,10,6000,1200,66174,49630.5,44887.9596666667,170001.856256059,172,467774.5915,619918.032,220698,270720,1846086.22381664,8
"11146",390000,"2-3 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,24254,29760,600,123540.816,10,294107.27,3476223.85,298594,57.54,2.27,6.2,0.01,73.21,0.98,1.29,72.11,94.69,10,6000,1200,66174,49630.5,45452.5581666667,170566.454756059,181,470139.53075,643034.816,232758,285120,1851771.50481664,8
"11147",400000,"2-3 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,24656,30240,600,126010.992,10,297146.56,3506590.27,306250,57.54,2.27,6.2,0.01,73.21,0.97,1.27,71.03,93.13,10,6000,1200,66174,49630.5,46021.6733333333,171135.569922725,184,472542.836666667,657328.4,236376,289440,1857503.03581664,8
"11148",410000,"2-3 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,25058,30720,600,128128.24,10,299832.93,3534721.27,313906,57.54,2.27,6.2,0.01,73.21,0.96,1.25,69.92,91.59,10,6000,1200,66174,49630.5,46590.7885,171704.685089392,187,474946.142583333,668798.56,240262,294080,1863234.56681664,8
"11149",420000,"2-3 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,25862,31680,600,132362.736,10,304634.82,3582705.07,321562,57.54,2.27,6.2,0.01,73.21,0.95,1.24,69.35,90.62,10,6000,1200,66174,49630.5,47158.187,172272.083589392,193,477339.081833333,691915.344,247900,303200,1868950.64781664,8
"11150",430000,"2-3 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,26130,32000,600,134009.52,10,306850.72,3605660.97,329219,57.54,2.27,6.2,0.01,73.21,0.93,1.22,68.23,89.08,10,6000,1200,66174,49630.5,47727.3021666667,172841.198756059,195,479742.38775,701444.4,250312,306080,1874682.17881664,8
"11151",440000,"2-3 Years","August-October","Ear Hanging",23.7307116306594,10,Aug 2035,0,27202,33280,600,138832.016,10,312969.87,3675113.54,336875,57.54,2.27,6.2,0.01,73.21,0.93,1.21,68.01,88.74,10,6000,1200,66174,49630.5,48760.284,174137.855163066,203,489117.693666667,724561.184,260898,318720,1888416.66346039,9
"11152",450000,"2-3 Years","August-October","Ear Hanging",23.7307116306594,10,Aug 2035,0,27470,33600,600,140478.8,10,315184.05,3698043.62,344531,57.54,2.27,6.2,0.01,73.21,0.91,1.19,66.97,87.31,10,6000,1200,66174,49630.5,49327.6825,174705.253663066,205,491510.632916667,734090.24,263310,321600,1894132.74446039,9
"11153",460000,"2-3 Years","August-October","Ear Hanging",23.7307116306594,10,Aug 2035,0,28274,34560,600,144713.296,10,319987.66,3746053.24,352188,57.54,2.27,6.2,0.01,73.21,0.91,1.18,66.51,86.52,10,6000,1200,66174,49630.5,49896.7976666667,175274.368829733,211,493913.938833333,757207.024,270948,330720,1899864.27546039,9
"11154",470000,"2-3 Years","August-October","Ear Hanging",23.7307116306594,10,Aug 2035,0,28542,34880,600,146360.08,10,322203.56,3769009.13,359844,57.54,2.27,6.2,0.01,73.21,0.9,1.16,65.55,85.19,10,6000,1200,66174,49630.5,50465.9128333333,175843.483996399,213,496317.24475,766736.08,273360,333600,1905595.80646039,9
"11155",480000,"2-3 Years","August-October","Ear Hanging",23.7307116306594,10,Aug 2035,0,28944,35360,600,148830.256,10,325238.34,3799290.94,367500,57.54,2.27,6.2,0.01,73.21,0.89,1.15,64.79,84.09,10,6000,1200,66174,49630.5,51030.5113333333,176408.082496399,216,498682.184,781029.664,276978,337920,1911281.08746039,9
"11156",490000,"2-3 Years","August-October","Ear Hanging",26.3674573673993,10,Aug 2035,0,30150,36800,600,153946.752,10,331654.29,3872036.31,375156,57.54,2.27,6.2,0.01,73.21,0.88,1.15,64.72,83.95,10,6000,1200,66174,49630.5,52066.2931666667,177707.538903407,225,508085.489916667,804146.448,289038,352320,1925046.37210414,10
"11157",500000,"2-3 Years","August-October","Ear Hanging",26.3674573673993,10,Aug 2035,0,30418,37120,600,155593.536,10,333870.19,3894992.2,382812,57.54,2.27,6.2,0.01,73.21,0.87,1.13,63.85,82.76,10,6000,1200,66174,49630.5,52635.4083333333,178276.654070073,227,510488.795833333,813675.504,291450,355200,1930777.90310414,10
"11158",510000,"2-3 Years","August-October","Ear Hanging",26.3674573673993,10,Aug 2035,0,31356,38240,600,160298.496,10,339144.27,3948176.93,390469,57.54,2.27,6.2,0.01,73.21,0.87,1.12,63.58,82.25,10,6000,1200,66174,49630.5,53204.5235,178845.76923674,234,512892.10175,838733.392,300562,366080,1936509.43410414,10
"11168",50000,"3-4 Years","August-October","Ear Hanging",5.27349147347986,10,Aug 2035,0,4958,6720,600,25089.264,10,172638.01,2182936.26,33496,100.62,3.96,23.23,0.05,19.53,5.15,8.15,100.65,159.08,10,6000,1200,66174,49630.5,24016.89875,147548.747897348,37,349909.035833333,117348.56,45828,61920,1614530.66228749,2
"11169",60000,"3-4 Years","August-October","Ear Hanging",5.27349147347986,10,Aug 2035,0,5360,7200,600,27030.048,10,175283.41,2208620.2,40195,100.62,3.96,23.23,0.05,19.53,4.36,6.87,85.16,134.13,10,6000,1200,66174,49630.5,24721.5118333333,148253.360980681,40,352948.789666667,125818.832,49178,65920,1621354.57662083,2
"11170",70000,"3-4 Years","August-October","Ear Hanging",5.27349147347986,10,Aug 2035,0,6298,8320,600,32087.936,10,181039.68,2264013.68,46895,100.62,3.96,23.23,0.05,19.53,3.86,6.03,75.39,117.85,10,6000,1200,66174,49630.5,25419.8915833333,148951.740730681,47,355939.810166667,152641.36,57754,76160,1628118.50762083,2
"11171",80000,"3-4 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,6700,8800,600,34734.576,10,185118.47,2311025.28,53594,100.62,3.96,23.23,0.05,19.53,3.45,5.39,67.45,105.26,10,6000,1200,66174,49630.5,26588.3713333333,150383.895054355,50,365951.564,167464.336,61104,80160,1642945.37559791,3
"11172",90000,"3-4 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,7102,9280,600,37204.752,10,188293.26,2340650.35,60293,100.62,3.96,23.23,0.05,19.53,3.12,4.85,60.99,94.76,10,6000,1200,66174,49630.5,27292.9844166667,151088.508137689,53,368991.317833333,180169.744,64320,84000,1649769.28993124,3
"11173",100000,"3-4 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,8710,11200,600,44085.568,10,195872.46,2414214.18,66992,100.62,3.96,23.23,0.05,19.53,2.92,4.5,57.1,87.97,10,6000,1200,66174,49630.5,27991.3641666667,151786.887887689,65,371982.338333333,210168.624,79730,102400,1656533.22093124,3
"11174",110000,"3-4 Years","August-October","Ear Hanging",7.91023721021979,10,Aug 2035,0,9380,12000,600,47496.672,10,199988.17,2454071.93,73691,100.62,3.96,23.23,0.05,19.53,2.71,4.16,53,81.29,10,6000,1200,66174,49630.5,28695.97725,152491.500971022,70,375022.092166667,226932.704,85760,109600,1663357.13526458,3
"11175",120000,"3-4 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,10184,12960,600,51554.704,10,205478.36,2515550.38,80391,100.62,3.96,23.23,0.05,19.53,2.56,3.91,49.91,76.38,10,6000,1200,66174,49630.5,29864.457,153923.655294696,76,385033.846,247402.528,93130,118400,1678184.00324166,4
"11176",130000,"3-4 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,10720,13600,600,55024.736,10,209649.57,2554124.24,87090,100.62,3.96,23.23,0.05,19.53,2.41,3.67,47.01,71.59,10,6000,1200,66174,49630.5,30565.63675,154624.835044696,80,388052.8665,266460.64,97552,123680,1684978.73424166,4
"11177",140000,"3-4 Years","August-October","Ear Hanging",10.5469829469597,10,Aug 2035,0,11524,14560,600,59082.768,10,214409.42,2600568.93,93789,100.62,3.96,23.23,0.05,19.53,2.29,3.47,44.64,67.68,10,6000,1200,66174,49630.5,31267.4498333333,155326.648128029,86,391064.620333333,286930.464,104922,132480,1691771.84857499,4
"11178",150000,"3-4 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,12194,15360,600,62317.408,10,219079.01,2654107.33,100488,100.62,3.96,23.23,0.05,19.53,2.18,3.3,42.57,64.47,10,6000,1200,66174,49630.5,32438.7295833333,156761.602451703,91,401104.374166667,301753.44,111220,140000,1706629.51655207,5
"11179",160000,"3-4 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,12730,16000,600,65258.048,10,222718.03,2688681.26,107188,100.62,3.96,23.23,0.05,19.53,2.08,3.14,40.58,61.23,10,6000,1200,66174,49630.5,33137.1093333333,157459.982201703,95,404095.394666667,316576.416,115776,145440,1713393.44755207,5
"11180",170000,"3-4 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,13534,16960,600,69316.08,10,227480.68,2735184.75,113887,100.62,3.96,23.23,0.05,19.53,2,3,39.01,58.62,10,6000,1200,66174,49630.5,33841.7224166667,158164.595285037,101,407135.1485,337046.24,123146,154240,1720217.3618854,5
"11181",180000,"3-4 Years","August-October","Ear Hanging",13.1837286836996,10,Aug 2035,0,14070,17600,600,72786.112,10,231652.52,2773749.73,120586,100.62,3.96,23.23,0.05,19.53,1.92,2.88,37.51,56.15,10,6000,1200,66174,49630.5,34543.5355,158866.40836837,105,410146.902333333,356104.352,127568,159520,1727010.47621874,5
"11182",190000,"3-4 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,15008,18720,600,77844,10,238145.36,2844285.68,127285,100.62,3.96,23.23,0.05,19.53,1.87,2.79,36.54,54.55,10,6000,1200,66174,49630.5,35714.81525,160301.362692044,112,420186.656166667,382926.88,136144,169760,1741868.14419582,6
"11183",200000,"3-4 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,15946,19840,600,81313.712,10,242313.45,2885385.26,133984,100.62,3.96,23.23,0.05,19.53,1.81,2.69,35.32,52.57,10,6000,1200,66174,49630.5,36413.195,160999.742442044,119,423177.676666667,394573.504,145122,180480,1748632.07519582,6
"11184",210000,"3-4 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,17152,21280,600,87136.064,10,248840.42,2948708.56,140684,100.62,3.96,23.23,0.05,19.53,1.77,2.62,34.54,51.16,10,6000,1200,66174,49630.5,37117.8080833333,161704.355525377,128,426217.4305,423337.136,156378,193920,1755455.98952915,6
"11185",220000,"3-4 Years","August-October","Ear Hanging",15.8204744204396,10,Aug 2035,0,17688,21920,600,90606.096,10,253012.26,2987273.54,147383,100.62,3.96,23.23,0.05,19.53,1.72,2.53,33.52,49.48,10,6000,1200,66174,49630.5,37819.6211666667,162406.168608711,132,429229.184333333,442395.248,160800,199200,1762249.10386248,6
"11186",230000,"3-4 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,18492,22880,600,94664.128,10,258501.82,3048760.87,154082,100.62,3.96,23.23,0.05,19.53,1.68,2.47,32.76,48.3,10,6000,1200,66174,49630.5,38987.4675833333,163837.689599051,138,439248.204833333,462865.072,168170,208000,1777077.58850623,7
"11187",240000,"3-4 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,18894,23360,600,97310.768,10,261850.27,3080738.71,160781,100.62,3.96,23.23,0.05,19.53,1.63,2.4,31.8,46.77,10,6000,1200,66174,49630.5,39689.2806666667,164539.502682385,141,442259.958666667,477688.048,171520,212000,1783870.70283956,7
"11188",250000,"3-4 Years","August-October","Ear Hanging",18.4572201571795,10,Aug 2035,0,19430,24000,600,99545.552,10,264789.67,3110244.65,167480,100.62,3.96,23.23,0.05,19.53,1.58,2.32,30.87,45.33,10,6000,1200,66174,49630.5,40393.89375,165244.115765718,145,445299.7125,486158.32,176612,218080,1790694.6171729,7
"11189",260000,"3-4 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,20636,25440,600,105720.832,10,272393.67,3189905.02,174180,100.62,3.96,23.23,0.05,19.53,1.56,2.29,30.54,44.7,10,6000,1200,66174,49630.5,41558.9401666667,166672.836756059,154,455290.733,517215.984,187466,231040,1805492.30181664,8
"11190",270000,"3-4 Years","August-October","Ear Hanging",21.0939658939194,10,Aug 2035,0,21038,25920,600,108367.472,10,275744.92,3221941.66,180879,100.62,3.96,23.23,0.05,19.53,1.52,2.23,29.77,43.48,10,6000,1200,66174,49630.5,42263.55325,167377.449839392,157,458330.486833333,532038.96,190816,235040,1812316.21614998,8
